,Name,Genre,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
2805,Once,Music,2007,7.8,John Carney,116027,9.44,7.8,69097,7.7,25827
2806,Les choristes,Music,2004,7.8,Christophe Barratier,61701,3.64,7.7,32015,8.2,15096
2807,Walk the Line,Music,2005,7.8,James Mangold,248478,119.52,7.8,146958,8.0,49246
2808,All That Jazz,Music,1979,7.8,Bob Fosse,31507,37.82,7.8,19133,7.8,4755
2809,A Night at the Opera,Music,1935,7.8,Sam Wood,32776,2.54,7.8,21686,7.9,3531
2810,Sound of Metal,Music,2019,7.7,Darius Marder,120627,76.86,7.7,63083,7.8,12019
2811,The Broken Circle Breakdown,Music,2012,7.7,Felix van Groeningen,41067,0.18,7.6,24251,8.0,9470
2812,Rockstar,Music,2011,7.7,Imtiaz Ali,43932,0.99,7.6,28434,7.3,2299
2813,Joyeux Noël,Music,2005,7.7,Christian Carion,29729,1.05,7.6,19335,8.0,4908
2814,Control,Music,2007,7.7,Anton Corbijn,64982,0.87,7.6,40972,7.9,12398
2815,Ray,Music,2004,7.7,Taylor Hackford,146625,75.33,7.7,94907,7.8,20869
2816,Billy Elliot,Music,2000,7.7,Stephen Daldry,134100,22.0,7.6,68748,8.1,33285
2817,Hedwig and the Angry Inch,Music,2001,7.7,John Cameron Mitchell,35459,3.03,7.6,18610,8.0,9095
2818,"O Brother, Where Art Thou?",Music,2000,7.7,Joel Coen,308160,45.51,7.7,197970,7.7,33777
2819,Shine,Music,1996,7.7,Scott Hicks,54088,35.81,7.6,32451,7.8,7907
2820,La double vie de Véronique,Music,1991,7.7,Krzysztof Kieslowski,48083,2.0,7.7,28241,7.7,7712
2821,Nashville,Music,1975,7.7,Robert Altman,26170,14.82,7.7,17629,7.3,2197
2822,Cabaret,Music,1972,7.7,Bob Fosse,54478,42.77,7.7,30412,7.9,11560
2823,Fantasia,Music,1940,7.7,James Algar,95217,76.41,7.7,53972,7.8,17406
2824,Baby Driver,Music,2017,7.6,Edgar Wright,516862,107.83,7.5,281833,7.5,52583
2825,A Star Is Born,Music,2018,7.6,Bradley Cooper,375064,215.29,7.5,177840,7.7,69144
2826,La Vie en Rose,Music,2007,7.6,Olivier Dahan,86649,10.3,7.4,45876,7.9,24899
2827,Le violon rouge,Music,1998,7.6,François Girard,33028,9.47,7.5,19308,7.9,6324
2828,The Commitments,Music,1991,7.6,Alan Parker,35433,14.92,7.6,21768,7.7,4774
2829,Zimna wojna,Music,2018,7.5,Pawel Pawlikowski,56159,4.57,7.5,31186,7.6,7947
2830,La pianiste,Music,2001,7.5,Michael Haneke,63410,1.9,7.4,35814,7.4,12154
2831,"The Adventures of Priscilla, Queen of the Desert",Music,1994,7.5,Stephan Elliott,50101,11.22,7.3,26728,7.8,11217
2832,The Piano,Music,1993,7.5,Jane Campion,87682,40.16,7.4,45645,7.8,20743
2833,The Producers,Music,1967,7.5,Mel Brooks,55670,0.11,7.5,36075,7.5,6447
2834,Inside Llewyn Davis,Music,2013,7.4,Ethan Coen,152472,13.24,7.4,96488,7.2,19809
2835,Begin Again,Music,2013,7.4,John Carney,154939,16.17,7.4,79372,7.4,37160
2836,Love & Mercy,Music,2014,7.4,Bill Pohlad,39373,12.55,7.3,24809,7.4,6000
2837,August Rush,Music,2007,7.4,Kirsten Sheridan,107183,31.66,7.3,53645,7.8,34889
2838,High Fidelity,Music,2000,7.4,Stephen Frears,178771,27.28,7.5,110447,7.3,27624
2839,SLC Punk!,Music,1998,7.4,James Merendino,29553,0.3,7.3,17659,7.6,5698
2840,La famille Bélier,Music,2014,7.3,Éric Lartigau,27761,76.86,7.2,14298,7.5,6025
2841,Youth,Music,2015,7.3,Paolo Sorrentino,77934,2.7,7.2,47521,7.5,12882
2842,The Boat That Rocked,Music,2009,7.3,Richard Curtis,111129,7.99,7.3,71914,7.7,21609
2843,Across the Universe,Music,2007,7.3,Julie Taymor,110150,24.34,7.1,56783,7.7,34822
2844,Hustle & Flow,Music,2005,7.3,Craig Brewer,40573,22.2,7.3,28501,7.2,4134
2845,24 Hour Party People,Music,2002,7.3,Michael Winterbottom,37238,1.13,7.3,24626,7.2,5048
2846,Tarzan,Music,1999,7.3,Chris Buck,222208,171.09,7.2,112398,7.5,46017
2847,Mr. Holland's Opus,Music,1995,7.3,Stephen Herek,39089,82.57,7.3,22004,7.5,6260
2848,Crazy Heart,Music,2009,7.2,Scott Cooper,89373,39.46,7.2,63784,7.1,11128
2849,Rab Ne Bana Di Jodi,Music,2008,7.2,Aditya Chopra,47671,2.07,7.1,28888,7.3,4517
2850,School of Rock,Music,2003,7.2,Richard Linklater,301024,81.26,7.2,180416,7.1,43963
2851,A Mighty Wind,Music,2003,7.2,Christopher Guest,27975,17.51,7.2,17535,7.3,3596
2852,Sweet and Lowdown,Music,1999,7.2,Woody Allen,35078,4.2,7.2,22864,7.2,4633
2853,Strictly Ballroom,Music,1992,7.2,Baz Luhrmann,27289,11.74,7.0,12413,7.6,7578
2854,The Doors,Music,1991,7.2,Oliver Stone,91954,35.18,7.2,58876,7.3,12239
2855,Pump Up the Volume,Music,1990,7.2,Allan Moyle,28875,11.54,7.1,16620,7.5,4663
2856,Top Secret!,Music,1984,7.2,Jim Abrahams,66247,20.5,7.2,45913,7.1,4874
2857,Pitch Perfect,Music,2012,7.1,Jason Moore,301672,65.0,6.9,123143,7.5,95533
2858,Nowhere Boy,Music,2009,7.1,Sam Taylor-Johnson,36773,1.45,7.0,19976,7.3,10532
2859,8 Mile,Music,2002,7.1,Curtis Hanson,282104,116.72,7.1,172310,7.0,33466
2860,Fantasia 2000,Music,1999,7.1,James Algar,38245,60.66,7.1,21153,7.3,7447
2861,Arif V 216,Music,2018,7.0,Kivanç Baruönü,36392,76.86,6.9,20137,7.1,3191
2862,Green Room,Music,2015,7.0,Jeremy Saulnier,120866,3.22,7.0,76782,6.6,10883
2863,Aashiqui 2,Music,2013,7.0,Mohit Suri,29546,76.86,6.9,17742,7.2,2686
2864,Danny Collins,Music,2015,7.0,Dan Fogelman,31557,5.35,7.0,21012,7.1,4571
2865,Behind the Candelabra,Music,2013,7.0,Steven Soderbergh,43186,76.86,7.0,26742,7.1,9256
2866,Coffee and Cigarettes,Music,2003,7.0,Jim Jarmusch,63269,1.97,7.0,38988,7.3,11078
2867,Wayne's World,Music,1992,7.0,Penelope Spheeris,155637,121.7,7.0,99908,7.0,17305
2868,Dirty Dancing,Music,1987,7.0,Emile Ardolino,226916,0.62,6.6,86199,7.7,77637
2869,Sid and Nancy,Music,1986,7.0,Alex Cox,32020,2.83,6.9,17948,7.2,6998
2870,Climax,Music,2018,6.9,Gaspar Noé,66140,0.8,6.9,35903,6.9,6975
2871,Frank,Music,2014,6.9,Lenny Abrahamson,78743,0.64,6.9,48707,7.0,13184
2872,Rio,Music,2011,6.9,Carlos Saldanha,224270,143.62,6.8,127139,7.2,43513
2873,Ma Rainey's Black Bottom,Music,2020,6.9,George C. Wolfe,50862,76.86,6.9,26222,6.8,6451
2874,The Dirt,Music,2019,6.9,Jeff Tremaine,48339,76.86,6.9,26774,7.2,5887
2875,Black Snake Moan,Music,2006,6.9,Craig Brewer,63606,9.4,6.9,44935,7.0,7813
2876,The Wedding Singer,Music,1998,6.9,Frank Coraci,148704,80.25,6.8,82619,7.0,28988
2877,Velvet Goldmine,Music,1998,6.9,Todd Haynes,35633,1.05,6.7,16331,7.4,11033
2878,That Thing You Do!,Music,1996,6.9,Tom Hanks,68491,25.81,6.9,38042,7.1,12919
2879,Bill & Ted's Excellent Adventure,Music,1989,6.9,Stephen Herek,129546,40.49,6.9,81995,7.0,14778
2880,Beaches,Music,1988,6.9,Garry Marshall,26392,57.04,6.5,10239,7.5,9344
2881,La Bamba,Music,1987,6.9,Luis Valdez,33410,54.22,6.9,19908,7.1,5741
2882,Up in Smoke,Music,1978,6.9,Lou Adler,38408,44.36,6.8,27163,6.7,2791
2883,Yesterday,Music,2019,6.8,Danny Boyle,149389,73.29,6.8,78706,6.9,20475
2884,Spies in Disguise,Music,2019,6.8,Nick Bruno,47435,66.76,6.7,23657,7.0,5872
2885,Florence Foster Jenkins,Music,2016,6.8,Stephen Frears,55760,27.37,6.8,27443,6.9,14613
2886,Jersey Boys,Music,2014,6.8,Clint Eastwood,34859,47.03,6.7,21487,7.0,6245
2887,Walk Hard: The Dewey Cox Story,Music,2007,6.8,Jake Kasdan,72673,18.32,6.8,52609,6.5,6300
2888,Horton Hears a Who!,Music,2008,6.8,Jimmy Hayward,139086,154.53,6.7,80463,7.1,27063
2889,Meet the Robinsons,Music,2007,6.8,Stephen J. Anderson,98359,97.82,6.7,52056,7.3,19340
2890,I'm Not There,Music,2007,6.8,Todd Haynes,58710,4.02,6.8,36952,7.0,11513
2891,Tenacious D in The Pick of Destiny,Music,2006,6.8,Liam Lynch,108527,8.32,6.8,78826,6.7,9510
2892,Detroit Rock City,Music,1999,6.8,Adam Rifkin,39182,4.22,6.8,25788,7.2,6004
2893,Selena,Music,1997,6.8,Gregory Nava,28728,35.42,6.5,11693,7.2,9750
2894,Beavis and Butt-Head Do America,Music,1996,6.8,Mike Judge,55922,63.07,6.8,37972,6.5,3789
2895,Saturday Night Fever,Music,1977,6.8,John Badham,79181,94.21,6.9,46345,6.6,13383
2896,If I Stay,Music,2014,6.7,R.J. Cutler,122306,50.47,6.5,43887,7.0,42843
2897,Taking Woodstock,Music,2009,6.7,Ang Lee,29176,7.44,6.7,19568,6.7,5557
2898,The Soloist,Music,2009,6.7,Joe Wright,53483,31.67,6.6,35042,6.9,10094
2899,Empire Records,Music,1995,6.7,Allan Moyle,55383,0.3,6.4,27530,7.3,13895
2900,Singles,Music,1992,6.7,Cameron Crowe,30019,18.47,6.7,17096,6.9,5621
2901,Nick and Norah's Infinite Playlist,Music,2008,6.6,Peter Sollett,92174,31.49,6.6,51719,6.7,24588
2902,Notorious,Music,2009,6.6,George Tillman Jr.,43667,36.84,6.6,30981,6.7,3545
2903,Take the Lead,Music,2006,6.6,Liz Friedlander,25739,34.74,6.4,11694,6.9,9545
2904,Footloose,Music,1984,6.6,Herbert Ross,79120,80.04,6.4,37767,6.9,21071
2905,The Runaways,Music,2010,6.5,Floria Sigismondi,48957,3.57,6.4,22687,6.7,18103
2906,Music and Lyrics,Music,2007,6.5,Marc Lawrence,102791,50.57,6.5,46921,6.5,35707
2907,Step Up,Music,2006,6.5,Anne Fletcher,118123,65.33,6.2,49051,6.9,43627
2908,Dreamgirls,Music,2006,6.5,Bill Condon,73533,103.37,6.4,39110,6.8,19821
2909,Pitch Perfect 2,Music,2015,6.4,Elizabeth Banks,155253,184.3,6.2,63870,6.6,44377
2910,A Bigger Splash,Music,2015,6.4,Luca Guadagnino,29828,1.98,6.4,16195,6.4,6708
2911,Step Up Revolution,Music,2012,6.4,Scott Speer,56103,35.07,6.2,26613,6.7,17765
2912,Burlesque,Music,2010,6.4,Steve Antin,85328,39.44,6.0,29184,6.7,37839
2913,Happy Feet,Music,2006,6.4,George Miller,183635,198.0,6.4,102054,6.7,38223
2914,Sister Act,Music,1992,6.4,Emile Ardolino,97687,139.61,6.2,50745,7.0,21463
2915,Rio 2,Music,2014,6.3,Carlos Saldanha,89157,131.54,6.2,47754,6.6,15251
2916,To Rome with Love,Music,2012,6.3,Woody Allen,87842,16.69,6.3,50008,6.3,22169
2917,Get Him to the Greek,Music,2010,6.3,Nicholas Stoller,177890,60.97,6.4,123984,6.2,25337
2918,Freaky Friday,Music,2003,6.3,Mark Waters,136667,110.23,6.1,58095,6.5,43597
2919,Rock Star,Music,2001,6.3,Stephen Herek,43295,17.01,6.2,27389,6.4,6961
2920,The Bodyguard,Music,1992,6.3,Mick Jackson,132653,121.95,6.2,74025,6.7,27241
2921,Bill & Ted's Bogus Journey,Music,1991,6.3,Peter Hewitt,75566,38.04,6.3,49133,6.4,7756
2922,The Rocker,Music,2008,6.2,Peter Cattaneo,38641,6.41,6.2,28247,6.2,4507
2923,Step Up 2: The Streets,Music,2008,6.2,Jon M. Chu,87204,58.02,6.0,38548,6.5,32507
2924,Save the Last Dance,Music,2001,6.2,Thomas Carter,61720,91.06,5.8,22332,6.6,24977
2925,A Night at the Roxbury,Music,1998,6.2,John Fortenberry,60556,30.32,6.2,41776,6.3,6745
2926,Wayne's World 2,Music,1993,6.2,Stephen Surjik,82343,48.2,6.2,55089,6.2,7794
2927,Dick Tracy,Music,1990,6.2,Warren Beatty,61619,103.74,6.2,41711,6.1,5172
2928,Flashdance,Music,1983,6.2,Adrian Lyne,52923,94.9,6.0,25610,6.4,14662
2929,The Perfection,Music,2018,6.1,Richard Shepard,42600,76.86,6.1,21310,6.3,7706
2930,We Are Your Friends,Music,2015,6.1,Max Joseph,38531,3.59,6.1,20402,6.1,7387
2931,Step Up 3D,Music,2010,6.1,Jon M. Chu,58024,42.4,5.9,28599,6.4,18623
2932,Shall We Dance?,Music,2004,6.1,Peter Chelsom,46976,57.89,6.1,20576,6.2,16516
2933,Airheads,Music,1994,6.1,Michael Lehmann,51042,5.37,6.1,34285,6.2,5037
2934,The Lego Ninjago Movie,Music,2017,6.0,Charlie Bean,25877,59.28,6.0,14904,6.2,2233
2935,Step Up All In,Music,2014,5.9,Trish Sie,34378,14.9,5.7,15697,6.2,10178
2936,The Last Song,Music,2010,5.9,Julie Anne Robinson,87159,62.95,5.3,21972,6.3,41723
2937,Bill & Ted Face the Music,Music,2020,5.9,Dean Parisot,45678,76.86,5.9,27754,6.0,3807
2938,Dirty Dancing: Havana Nights,Music,2004,5.9,Guy Ferland,28136,14.16,5.3,7848,6.5,14659
2939,Drumline,Music,2002,5.9,Charles Stone III,34625,56.4,5.8,18282,6.2,7906
2940,Captain Corelli's Mandolin,Music,2001,5.9,John Madden,34347,25.54,5.9,20531,6.1,6511
2941,Pitch Perfect 3,Music,2017,5.8,Trish Sie,63434,104.9,5.6,25472,6.1,16677
2942,Happy Feet Two,Music,2011,5.8,George Miller,44701,64.01,5.7,24886,6.3,10223
2943,Footloose,Music,2011,5.8,Craig Brewer,49106,51.8,5.6,20480,6.1,18478
2944,Raise Your Voice,Music,2004,5.8,Sean McNamara,27910,10.41,5.3,7400,6.0,14758
2945,54,Music,1998,5.8,Mark Christopher,33172,16.57,5.8,20967,5.9,4819
2946,Coyote Ugly,Music,2000,5.7,David McNally,113674,60.79,5.5,56171,6.2,33576
2947,Magic Mike XXL,Music,2015,5.6,Gregory Jacobs,56087,66.01,5.3,22224,6.0,20104
2948,Be Cool,Music,2005,5.6,F. Gary Gray,69675,56.05,5.6,49945,5.5,6971
2949,Sister Act 2: Back in the Habit,Music,1993,5.6,Bill Duke,53599,57.32,5.3,27024,6.4,13304
2950,The Lizzie McGuire Movie,Music,2003,5.5,Jim Fall,39486,42.67,5.0,13179,5.8,16538
2951,Get Rich or Die Tryin',Music,2005,5.4,Jim Sheridan,47100,30.98,5.3,33686,5.4,3314
2952,Stomp the Yard,Music,2007,5.3,Sylvain White,25609,61.36,5.0,12997,6.2,9067
2953,Honey,Music,2003,5.3,Bille Woodruff,45679,30.31,5.0,18956,5.7,17835
2954,Alvin and the Chipmunks,Music,2007,5.2,Tim Hill,84740,217.33,5.1,45666,5.7,15960
2955,Happy New Year,Music,2014,4.9,Farah Khan,36905,76.86,4.7,22353,5.9,2668
2956,Blues Brothers 2000,Music,1998,4.9,John Landis,33277,13.98,4.8,22771,5.4,2664
2957,High School Musical 3: Senior Year,Music,2008,4.8,Kenny Ortega,62280,90.56,4.2,25771,5.5,20599
2958,Confessions of a Teenage Drama Queen,Music,2004,4.6,Sara Sugarman,29187,29.33,4.3,9150,4.8,13598
2959,Alvin and the Chipmunks: The Squeakquel,Music,2009,4.5,Betty Thomas,48692,219.61,4.2,25969,5.2,9102
2960,Hannah Montana: The Movie,Music,2009,4.5,Peter Chelsom,42390,79.57,3.9,17507,5.1,14964
2961,Grease 2,Music,1982,4.4,Patricia Birch,35493,15.17,4.1,14964,5.1,11568
2962,Alvin and the Chipmunks: Chipwrecked,Music,2011,4.3,Mike Mitchell,35148,133.11,4.1,18138,5.1,6676
2963,You Got Served,Music,2004,3.8,Chris Stokes,27902,40.07,3.6,17416,4.8,5198
2964,Spy Kids 4: All the Time in the World,Music,2011,3.5,Robert Rodriguez,25350,38.54,3.4,14674,4.2,3678
2965,Spice World,Music,1997,3.5,Bob Spiers,35874,29.34,3.1,18392,4.9,9326
2966,The Lion King,Musical,1994,8.5,Roger Allers,1030658,422.78,8.4,537982,8.8,176119
2967,Hamilton,Musical,2020,8.4,Thomas Kail,88832,76.86,8.1,36954,8.9,14087
2968,Singin' in the Rain,Musical,1952,8.3,Stanley Donen,238357,8.82,8.3,122750,8.5,48079
2969,Zindagi Na Milegi Dobara,Musical,2011,8.1,Zoya Akhtar,76485,3.11,8.1,47815,7.8,4936
2970,"Swades: We, the People",Musical,2004,8.1,Ashutosh Gowariker,89401,1.22,8.1,59457,7.6,5100
2971,Lagaan: Once Upon a Time in India,Musical,2001,8.1,Ashutosh Gowariker,112579,0.07,8.0,71477,7.8,8175
2972,Sholay,Musical,1975,8.1,Ramesh Sippy,55221,76.86,8.1,36462,7.3,2346
2973,Anand,Musical,1971,8.1,Hrishikesh Mukherjee,33594,76.86,8.0,21614,7.6,1694
2974,The Sound of Music,Musical,1965,8.1,Robert Wise,228576,163.21,7.9,100894,8.4,62800
2975,The Wizard of Oz,Musical,1939,8.1,Victor Fleming,392311,2.08,8.0,211817,8.2,76294
2976,La La Land,Musical,2016,8.0,Damien Chazelle,568933,151.1,8.0,265066,7.8,97570
2977,Aladdin,Musical,1992,8.0,Ron Clements,406951,217.35,8.0,210589,8.2,80792
2978,Beauty and the Beast,Musical,1991,8.0,Gary Trousdale,445818,218.97,7.9,214707,8.6,109258
2979,Fiddler on the Roof,Musical,1971,8.0,Norman Jewison,43276,80.5,7.9,23298,8.3,9316
2980,Kal Ho Naa Ho,Musical,2003,7.9,Nikkhil Advani,68406,1.79,7.8,42360,7.9,6482
2981,Dancer in the Dark,Musical,2000,7.9,Lars von Trier,109075,4.18,7.9,62820,8.1,19702
2982,The Nightmare Before Christmas,Musical,1993,7.9,Henry Selick,328138,75.08,7.9,167389,8.2,72805
2983,The Blues Brothers,Musical,1980,7.9,John Landis,196793,57.23,7.9,126556,7.8,18599
2984,Veer-Zaara,Musical,2004,7.8,Yash Chopra,52458,2.92,7.7,32662,7.9,5415
2985,All That Jazz,Musical,1979,7.8,Bob Fosse,31507,37.82,7.8,19133,7.8,4755
2986,Willy Wonka & the Chocolate Factory,Musical,1971,7.8,Mel Stuart,197896,4.0,7.8,105568,7.9,37209
2987,Les parapluies de Cherbourg,Musical,1964,7.8,Jacques Demy,27317,0.03,7.8,15835,7.7,4786
2988,My Fair Lady,Musical,1964,7.8,George Cukor,94756,72.0,7.7,42474,7.9,27900
2989,Mary Poppins,Musical,1964,7.8,Robert Stevenson,170153,102.27,7.7,81461,8.1,42053
2990,A Night at the Opera,Musical,1935,7.8,Sam Wood,32776,2.54,7.8,21686,7.9,3531
2991,Duck Soup,Musical,1933,7.8,Leo McCarey,59862,76.86,7.8,40237,7.7,6698
2992,Tangled,Musical,2010,7.7,Nathan Greno,442902,200.82,7.6,203817,8.1,115457
2993,Hedwig and the Angry Inch,Musical,2001,7.7,John Cameron Mitchell,35459,3.03,7.6,18610,8.0,9095
2994,"South Park: Bigger, Longer & Uncut",Musical,1999,7.7,Trey Parker,202998,52.04,7.8,136744,7.4,17380
2995,The Muppet Christmas Carol,Musical,1992,7.7,Brian Henson,57738,27.28,7.6,32020,8.0,10385
2996,Cabaret,Musical,1972,7.7,Bob Fosse,54478,42.77,7.7,30412,7.9,11560
2997,Fantasia,Musical,1940,7.7,James Algar,95217,76.41,7.7,53972,7.8,17406
2998,Moana,Musical,2016,7.6,Ron Clements,323891,248.76,7.5,148137,7.9,59092
2999,Moulin Rouge!,Musical,2001,7.6,Baz Luhrmann,281735,57.39,7.4,129171,8.0,85134
3000,Kuch Kuch Hota Hai,Musical,1998,7.6,Karan Johar,51941,2.1,7.4,31739,7.9,5720
3001,Mulan,Musical,1998,7.6,Tony Bancroft,281422,120.62,7.4,130215,8.1,67710
3002,Baazigar,Musical,1993,7.6,Abbas Alibhai Burmawalla,27938,76.86,7.5,19104,7.3,1655
3003,The Little Mermaid,Musical,1989,7.6,Ron Clements,257340,111.54,7.4,113679,8.1,70980
3004,The Muppet Movie,Musical,1979,7.6,James Frawley,35913,76.66,7.5,21427,7.8,4866
3005,The Jungle Book,Musical,1967,7.6,Wolfgang Reitherman,179780,141.84,7.6,97360,7.6,35198
3006,A Hard Day's Night,Musical,1964,7.6,Richard Lester,44894,13.78,7.5,26859,7.9,7065
3007,West Side Story,Musical,1961,7.6,Jerome Robbins,113057,43.66,7.5,56939,7.6,24322
3008,Snow White and the Seven Dwarfs,Musical,1937,7.6,William Cottrell,196296,184.93,7.6,96318,7.7,47541
3009,"tick, tick...BOOM!",Musical,2021,7.5,Lin-Manuel Miranda,99231,76.86,7.4,38568,7.6,13515
3010,Les Misérables,Musical,2012,7.5,Tom Hooper,326550,148.81,7.4,165586,7.9,84064
3011,The Greatest Showman,Musical,2017,7.5,Michael Gracey,274099,174.34,7.4,116155,7.9,58303
3012,Devdas,Musical,2002,7.5,Sanjay Leela Bhansali,41804,3.5,7.4,24072,7.8,5474
3013,The Meaning of Life,Musical,1983,7.5,Terry Jones,119249,14.93,7.5,78794,7.6,11377
3014,Hair,Musical,1979,7.5,Milos Forman,37514,15.28,7.4,20769,7.9,8345
3015,The Many Adventures of Winnie the Pooh,Musical,1977,7.5,John Lounsbery,36076,76.86,7.4,19178,7.8,8470
3016,Robin Hood,Musical,1973,7.5,Wolfgang Reitherman,125553,32.06,7.5,68364,7.7,25177
3017,White Christmas,Musical,1954,7.5,Michael Curtiz,42469,30.0,7.3,19182,8.1,11459
3018,Pinocchio,Musical,1940,7.5,Norman Ferguson,142960,84.25,7.6,75511,7.3,28265
3019,Sing 2,Musical,2021,7.4,Garth Jennings,51917,162.79,7.3,19828,7.7,6615
3020,Frozen,Musical,2013,7.4,Chris Buck,613704,400.74,7.3,292150,7.9,142003
3021,Kabhi Khushi Kabhie Gham...,Musical,2001,7.4,Karan Johar,49189,2.9,7.2,28185,7.8,6327
3022,The Rocky Horror Picture Show,Musical,1975,7.4,Jim Sharman,148583,139.88,7.1,73201,7.9,35727
3023,Yellow Submarine,Musical,1968,7.4,George Dunning,26232,0.99,7.3,15894,7.6,3400
3024,Oliver!,Musical,1968,7.4,Carol Reed,38205,16.8,7.3,21251,7.6,7166
3025,The King and I,Musical,1956,7.4,Walter Lang,26055,21.3,7.2,12298,7.7,7649
3026,Alice in Wonderland,Musical,1951,7.4,Clyde Geronimi,139778,1.07,7.3,68921,7.6,35398
3027,The Ballad of Buster Scruggs,Musical,2018,7.3,Ethan Coen,143476,76.86,7.3,86969,7.2,11039
3028,Rocketman,Musical,2019,7.3,Dexter Fletcher,170366,96.37,7.2,84994,7.6,26385
3029,In the Heights,Musical,2021,7.3,Jon M. Chu,45486,76.86,7.1,18849,7.5,7478
3030,Across the Universe,Musical,2007,7.3,Julie Taymor,110150,24.34,7.1,56783,7.7,34822
3031,Sweeney Todd: The Demon Barber of Fleet Street,Musical,2007,7.3,Tim Burton,364568,52.9,7.3,201996,7.6,86611
3032,Corpse Bride,Musical,2005,7.3,Tim Burton,266879,53.36,7.2,129918,7.7,68923
3033,Hercules,Musical,1997,7.3,Ron Clements,226469,99.05,7.1,111761,7.6,50858
3034,The Brave Little Toaster,Musical,1987,7.3,Jerry Rees,25788,76.86,7.2,14544,7.5,6102
3035,Labyrinth,Musical,1986,7.3,Jim Henson,134988,12.73,7.1,71181,7.8,30769
3036,Jesus Christ Superstar,Musical,1973,7.3,Norman Jewison,27144,24.48,7.2,15530,7.8,5168
3037,Lady and the Tramp,Musical,1955,7.3,Clyde Geronimi,133774,93.6,7.2,63467,7.7,33082
3038,Peter Pan,Musical,1953,7.3,Clyde Geronimi,137816,87.4,7.2,67334,7.5,31477
3039,Cinderella,Musical,1950,7.3,Clyde Geronimi,157949,85.0,7.1,69771,7.7,45765
3040,West Side Story,Musical,2021,7.2,Steven Spielberg,74151,76.86,7.2,32928,7.2,9945
3041,Encanto,Musical,2021,7.2,Jared Bush,203030,96.09,7.0,71961,7.7,32167
3042,The Book of Life,Musical,2014,7.2,Jorge R. Gutiérrez,70570,50.15,7.1,35954,7.4,16678
3043,Yeh Jawaani Hai Deewani,Musical,2013,7.2,Ayan Mukherjee,43842,3.83,6.9,24480,7.4,3954
3044,Chicago,Musical,2002,7.2,Rob Marshall,228372,170.69,7.0,109301,7.6,62022
3045,The Phantom of the Opera,Musical,2004,7.2,Joel Schumacher,122082,51.27,6.9,48914,7.7,46642
3046,The Great Mouse Detective,Musical,1986,7.2,Ron Clements,49350,38.6,7.1,27634,7.4,10145
3047,Grease,Musical,1978,7.2,Randal Kleiser,265371,188.76,7.0,115841,7.7,72303
3048,Sleeping Beauty,Musical,1959,7.2,Les Clark,146878,51.6,7.1,65203,7.6,43398
3049,An American in Paris,Musical,1951,7.2,Vincente Minnelli,33638,4.5,7.1,18265,7.3,6964
3050,Dumbo,Musical,1941,7.2,Samuel Armstrong,130247,1.6,7.2,68069,7.3,28576
3051,Sing,Musical,2016,7.1,Garth Jennings,163881,270.4,7.0,72418,7.3,32468
3052,Beauty and the Beast,Musical,2017,7.1,Bill Condon,302779,504.01,6.9,123126,7.6,75265
3053,The Muppets,Musical,2011,7.1,James Bobin,92082,88.63,7.1,59452,7.1,16602
3054,The Princess and the Frog,Musical,2009,7.1,Ron Clements,141043,104.4,7.0,59493,7.4,43691
3055,Enchanted,Musical,2007,7.1,Kevin Lima,196002,127.81,7.0,81628,7.3,69654
3056,Fantasia 2000,Musical,1999,7.1,James Algar,38245,60.66,7.1,21153,7.3,7447
3057,The Prince of Egypt,Musical,1998,7.1,Brenda Chapman,130481,101.22,7.0,66995,7.4,29958
3058,Anastasia,Musical,1997,7.1,Don Bluth,122016,58.41,6.7,46981,7.8,44950
3059,Little Shop of Horrors,Musical,1986,7.1,Frank Oz,74843,38.75,7.0,42819,7.3,12085
3060,The AristoCats,Musical,1970,7.1,Wolfgang Reitherman,102777,37.68,6.9,48765,7.6,26442
3061,The Sword in the Stone,Musical,1963,7.1,Wolfgang Reitherman,97027,22.18,7.1,52508,7.3,20537
3062,Gentlemen Prefer Blondes,Musical,1953,7.1,Howard Hawks,37006,12.0,7.0,18219,7.5,10045
3063,Aashiqui 2,Musical,2013,7.0,Mohit Suri,29546,76.86,6.9,17742,7.2,2686
3064,Main Hoon Na,Musical,2004,7.0,Farah Khan,35399,1.72,6.9,21781,7.2,3289
3065,8 femmes,Musical,2002,7.0,François Ozon,32240,3.08,7.0,17069,7.2,7956
3066,Mohabbatein,Musical,2000,7.0,Aditya Chopra,29682,76.86,6.9,17888,7.1,3181
3067,The Hunchback of Notre Dame,Musical,1996,7.0,Gary Trousdale,154935,100.14,6.8,74908,7.2,38538
3068,Bedknobs and Broomsticks,Musical,1971,7.0,Robert Stevenson,37320,18.53,6.9,19832,7.4,8749
3069,Funny Face,Musical,1957,7.0,Stanley Donen,30067,76.86,6.8,12225,7.2,10359
3070,Aladdin,Musical,2019,6.9,Guy Ritchie,259188,355.56,6.8,124682,7.3,39189
3071,Rio,Musical,2011,6.9,Carlos Saldanha,224270,143.62,6.8,127139,7.2,43513
3072,The Road to El Dorado,Musical,2000,6.9,Bibo Bergeron,94825,50.86,6.8,47958,7.2,21216
3073,A Goofy Movie,Musical,1995,6.9,Kevin Lima,53388,35.35,6.8,29097,7.1,10805
